entry_idx,entry_time,entry_price,size_usd,qty,status,exit_idx,exit_time,exit_price,pnl,reason
131495,2025-04-01 16:35:00,0.011941642517725842,1320.072092915634,110614.38687075867,closed,131507,2025-04-01 17:35:00,0.011982458757813622,3.376107467860943,timeout
131496,2025-04-01 16:40:00,0.011940905933540264,1323.4482003834949,110925.16975806678,closed,131508,2025-04-01 17:40:00,0.011978967027177987,3.331587768958429,timeout
131497,2025-04-01 16:45:00,0.011987353099461402,1326.7797881524532,110749.56495429492,closed,131509,2025-04-01 17:45:00,0.011994441066523785,-0.39202735361968755,timeout
131501,2025-04-01 17:05:00,0.011970105189222993,1326.3877607988336,110911.26020560529,closed,131513,2025-04-01 18:05:00,0.011804643512720165,-19.096614261921392,timeout
131505,2025-04-01 17:25:00,0.011950346613783715,1307.2911465369123,109488.3707317347,closed,131517,2025-04-01 18:25:00,0.011775504052020665,-19.957822261032756,timeout
131511,2025-04-01 17:55:00,0.011932663694496819,1287.3333242758795,107925.32899697179,closed,131523,2025-04-01 18:55:00,0.011764384129552411,-19.57605291111044,timeout
131515,2025-04-01 18:15:00,0.01174911482969125,1267.757271364769,107940.16784714934,closed,131527,2025-04-01 19:15:00,0.011713256230569331,-5.325493886644247,timeout
131519,2025-04-01 18:35:00,0.011783410900736252,1262.4317774781248,107221.99570903048,closed,131531,2025-04-01 19:35:00,0.011686671422680222,-11.250169350617254,timeout
131523,2025-04-01 18:55:00,0.011784699193620938,1251.1816081275076,106275.51245455768,closed,131535,2025-04-01 19:55:00,0.011703653752274409,-9.241053070018781,timeout
131527,2025-04-01 19:15:00,0.01172322821807561,1241.9405550574888,105976.66652935308,closed,131539,2025-04-01 20:15:00,0.011652083882053183,-8.949139289337124,timeout
131531,2025-04-01 19:35:00,0.01170413054265847,1232.9914157681517,105446.96962012757,closed,131543,2025-04-01 20:35:00,0.011884777604393434,18.357713325224672,timeout
131532,2025-04-01 19:40:00,0.011710730973902734,1251.3491290933764,106952.91701652789,closed,131544,2025-04-01 20:40:00,0.011950927785112043,24.94030679065563,timeout
131533,2025-04-01 19:45:00,0.011742827906600709,1276.289435884032,108787.02999352472,closed,131545,2025-04-01 20:45:00,0.011986114873091282,25.709234865215535,timeout
131534,2025-04-01 19:50:00,0.011743205841059833,1301.9986707492476,110978.40698510464,closed,131546,2025-04-01 20:50:00,0.012076787389386277,36.282259250101085,timeout
131535,2025-04-01 19:55:00,0.011719438320909409,1338.2809299993487,114295.06618834645,closed,131547,2025-04-01 20:55:00,0.012090392606900322,41.551178384482114,timeout
131536,2025-04-01 20:00:00,0.011673429199043276,1379.832108383831,118318.6510361714,closed,131548,2025-04-01 21:00:00,0.012035182827105613,42.05162466390559,timeout
131537,2025-04-01 20:05:00,0.011653556703605222,1421.8837330477365,122102.51035188806,closed,131549,2025-04-01 21:05:00,0.012224283183146783,68.54605631913304,timeout
131538,2025-04-01 20:10:00,0.011686005888852624,1490.4297893668695,127649.0055983958,closed,131550,2025-04-01 21:10:00,0.012265347296760914,72.93752950229513,take_profit
131539,2025-04-01 20:15:00,0.011670382631903125,1563.3673188691646,134056.53566019246,closed,131550,2025-04-01 21:10:00,0.012245620367865124,75.8343950849294,take_profit
131540,2025-04-01 20:20:00,0.011675633753661815,1639.201713954094,140523.07877874788,closed,131550,2025-04-01 21:10:00,0.01225042554740792,79.74529839632541,take_profit
131541,2025-04-01 20:25:00,0.011709618704402595,1718.9470123504193,146931.10627835023,closed,131550,2025-04-01 21:10:00,0.01228897209363138,84.04181793279456,take_profit
131542,2025-04-01 20:30:00,0.011794411700091977,1802.988830283214,153016.11052221115,closed,131553,2025-04-01 21:25:00,0.012376046411444021,87.97311275146559,take_profit
131563,2025-04-01 22:15:00,0.01259020631673965,1890.9619430346795,150279.10220413888,closed,131575,2025-04-01 23:15:00,0.012576340109899203,-3.836534587949151,timeout
131569,2025-04-01 22:45:00,0.012587186681286921,1887.1254084467303,150021.89430373878,closed,131581,2025-04-01 23:45:00,0.01245441782035149,-21.50672515908767,timeout
131573,2025-04-01 23:05:00,0.012509793177020648,1865.6186832876426,149225.6185640412,closed,131585,2025-04-02 00:05:00,0.012520987559895164,0.03287727266871543,timeout
131574,2025-04-01 23:10:00,0.012442946234266688,1865.6515605603113,150044.3590606652,closed,131586,2025-04-02 00:10:00,0.012478201023556226,3.8286628227918964,timeout
131575,2025-04-01 23:15:00,0.012590679705794848,1869.480223383103,148571.9004516493,closed,131587,2025-04-02 00:15:00,0.012410157106199098,-28.464557848728642,timeout
131579,2025-04-01 23:35:00,0.01248296555105143,1841.0156655343744,147540.92527122732,closed,131591,2025-04-02 00:35:00,0.012621752416015163,18.431933947198456,timeout
131580,2025-04-01 23:40:00,0.01255036190598221,1859.447599481573,148269.4840508391,closed,131592,2025-04-02 00:40:00,0.012516373458968236,-6.437797408559272,timeout
131584,2025-04-02 00:00:00,0.012519136537516943,1853.0098020730138,148157.81578899926,closed,131596,2025-04-02 01:00:00,0.012732853004212489,30.657276674551316,timeout
131585,2025-04-02 00:05:00,0.012542224354918564,1883.667078747565,150332.56813627813,closed,131597,2025-04-02 01:05:00,0.012640983577994945,13.846432348085866,timeout
131586,2025-04-02 00:10:00,0.01249478829869036,1897.513511095651,151934.78349712954,closed,131598,2025-04-02 01:10:00,0.01261312914729556,15.999120202050518,timeout
131587,2025-04-02 00:15:00,0.01242219544236046,1913.5126312977015,154091.853059889,closed,131599,2025-04-02 01:15:00,0.012646798272655442,32.35923890107433,timeout
131588,2025-04-02 00:20:00,0.012507081099256046,1945.871870198776,155694.66076162393,closed,131600,2025-04-02 01:20:00,0.012476543704910994,-6.256932917443318,timeout
131593,2025-04-02 00:45:00,0.01259418343851683,1939.6149372813327,154145.66774865554,closed,131605,2025-04-02 01:45:00,0.01244498660063313,-24.167634383887282,timeout
131598,2025-04-02 01:10:00,0.012628994376111652,1915.4473028974453,151754.65876227582,closed,131609,2025-04-02 02:05:00,0.012241697452223619,-60.54256980605163,stop_loss
131602,2025-04-02 01:30:00,0.01243596023281536,1854.9047330913936,149204.04867208764,closed,131609,2025-04-02 02:05:00,0.012055778519901623,-58.87402480169935,stop_loss
131606,2025-04-02 01:50:00,0.012454519645568402,1796.0307082896943,144259.49464174252,closed,131609,2025-04-02 02:05:00,0.012071235109906764,-57.293497371595286,stop_loss
131610,2025-04-02 02:10:00,0.012119129995130073,1738.737210918099,143519.37357970275,closed,131622,2025-04-02 03:10:00,0.012365400736962247,33.30229807865572,timeout
131611,2025-04-02 02:15:00,0.012225782908496598,1772.0395089967546,145047.02537421254,closed,131623,2025-04-02 03:15:00,0.01238911513409776,22.288005368101445,timeout
131612,2025-04-02 02:20:00,0.012256516223977325,1794.3275143648561,146487.67363579528,closed,131624,2025-04-02 03:20:00,0.012423741421392446,22.886774937813765,timeout
131613,2025-04-02 02:25:00,0.012242356586838815,1817.2142893026698,148550.17487964276,closed,131625,2025-04-02 03:25:00,0.01242690706671305,26.057503540165055,timeout
131614,2025-04-02 02:30:00,0.012228233662899896,1843.2717928428349,150840.57224573116,closed,131626,2025-04-02 03:30:00,0.012435750522382815,29.754616620081006,timeout
131615,2025-04-02 02:35:00,0.012204287359261837,1873.0264094629158,153551.92732111132,closed,131627,2025-04-02 03:35:00,0.012339651610799893,18.925025073884395,timeout
131616,2025-04-02 02:40:00,0.012212818189669183,1891.9514345368002,154963.6689767221,closed,131628,2025-04-02 03:40:00,0.012403545608636843,27.28696351989604,timeout
131617,2025-04-02 02:45:00,0.012248032474814,1919.2383980566963,156787.71326335237,closed,131629,2025-04-02 03:45:00,0.012271355050653255,1.8768719065989075,timeout
131618,2025-04-02 02:50:00,0.01230712686616896,1921.115269963295,156200.93259316165,closed,131630,2025-04-02 03:50:00,0.012235034137611742,-12.86570661859719,timeout
131622,2025-04-02 03:10:00,0.012383481357200068,1908.249563344698,154239.3762806901,closed,131634,2025-04-02 04:10:00,0.012208697399939503,-28.031174754979453,timeout
131628,2025-04-02 03:40:00,0.012422280502523224,1880.2183885897184,151496.12348640064,closed,131640,2025-04-02 04:40:00,0.012152678480412843,-41.92568538183217,timeout
131632,2025-04-02 04:00:00,0.012242489635945153,1838.2927032078862,150236.40921934342,closed,131644,2025-04-02 05:00:00,0.012073640472361502,-27.13145725544235,timeout
131636,2025-04-02 04:20:00,0.012370768776315128,1811.1612459524438,146534.08138773817,closed,131648,2025-04-02 05:20:00,0.011992035135125596,-56.59569578116951,stop_loss
131640,2025-04-02 04:40:00,0.012162867567984475,1754.5655501712743,144325.53674189968,closed,131652,2025-04-02 05:40:00,0.01195053309580098,-32.40794625814272,timeout
131644,2025-04-02 05:00:00,0.012091032353265944,1722.1576039131314,142503.7322228491,closed,131656,2025-04-02 06:00:00,0.011949179112991018,-21.92370348098303,timeout
131648,2025-04-02 05:20:00,0.012024508879975429,1700.2339004321484,141532.83113561544,closed,131660,2025-04-02 06:20:00,0.011967901326813956,-8.928506539956576,timeout
131652,2025-04-02 05:40:00,0.011970817483836934,1691.305393892192,141401.6715903513,closed,131664,2025-04-02 06:40:00,0.012043193945422522,9.076686415554333,timeout
131653,2025-04-02 05:45:00,0.012034664410833769,1700.3820803077463,141356.89419800034,closed,131665,2025-04-02 06:45:00,0.011971917771773782,-10.613487891549525,timeout
131657,2025-04-02 06:05:00,0.011948027729954893,1689.7685924161967,141497.95615610425,closed,131669,2025-04-02 07:05:00,0.011879648669905523,-11.350621721278202,timeout
131661,2025-04-02 06:25:00,0.012074503085509898,1678.4179706949185,139114.6266634827,closed,131673,2025-04-02 07:25:00,0.011847224942199204,-32.7906010467213,timeout
131666,2025-04-02 06:50:00,0.01202866696753869,1645.6273696481971,136907.43507888497,closed,131674,2025-04-02 07:30:00,0.012625031191131245,80.3027025146387,take_profit
131667,2025-04-02 06:55:00,0.011842713239234151,1725.9300721628358,145783.4337497116,closed,131674,2025-04-02 07:30:00,0.012427611057029279,83.15648862275363,take_profit
131668,2025-04-02 07:00:00,0.01191094311518232,1809.0865607855894,152024.08073828483,closed,131674,2025-04-02 07:30:00,0.012496919622286887,87.96446739399036,take_profit
131669,2025-04-02 07:05:00,0.011887874697838178,1897.0510281795798,159630.68227697574,closed,131674,2025-04-02 07:30:00,0.012478193803412106,91.93484702947363,take_profit
131670,2025-04-02 07:10:00,0.011859353190881463,1988.9858752090533,167846.90930034206,closed,131674,2025-04-02 07:30:00,0.012447713633906347,97.26566399546965,take_profit
131671,2025-04-02 07:15:00,0.011809779809869497,2086.251539204523,176756.03992243693,closed,131674,2025-04-02 07:30:00,0.01238911984701689,100.39314560253459,take_profit
131672,2025-04-02 07:20:00,0.01186666442569635,2186.6446848070577,184371.38995000484,closed,131674,2025-04-02 07:30:00,0.012449332788789402,105.2946463059448,take_profit
131673,2025-04-02 07:25:00,0.011865132784474305,2291.9393311130025,193265.81761640968,closed,131674,2025-04-02 07:30:00,0.012454408073939988,111.54781520758486,take_profit
131674,2025-04-02 07:30:00,0.01240298963426837,2403.4871463205873,193845.24125498728,closed,131677,2025-04-02 07:45:00,0.012026454961645191,-75.76715149558844,stop_loss
131678,2025-04-02 07:50:00,0.012034483596790085,2327.719994824999,193573.38834303527,closed,131690,2025-04-02 08:50:00,0.01234343069207904,58.10189824490673,timeout
131679,2025-04-02 07:55:00,0.011984536563141862,2385.821893069906,199200.29164815112,closed,131691,2025-04-02 08:55:00,0.012327638515111042,66.21617616273471,timeout
131680,2025-04-02 08:00:00,0.012035476240509704,2452.0380692326407,203860.83049822418,closed,131692,2025-04-02 09:00:00,0.012315193682996176,54.82557496854768,timeout
131681,2025-04-02 08:05:00,0.011999726508520063,2506.8636442011884,209044.6667946288,closed,131693,2025-04-02 09:05:00,0.012383926568863723,78.10841591053068,timeout
131682,2025-04-02 08:10:00,0.012067445750232459,2584.972060111719,214360.39971073216,closed,131694,2025-04-02 09:10:00,0.012430966142239961,75.79755173105269,timeout
131683,2025-04-02 08:15:00,0.012038981238675904,2660.769611842772,221085.96691672388,closed,131695,2025-04-02 09:15:00,0.01241313299756511,79.54604504749511,timeout
131684,2025-04-02 08:20:00,0.012083514585126976,2740.3156568902673,226997.65216122163,closed,131696,2025-04-02 09:20:00,0.01242832236407455,76.71320331708093,timeout
131685,2025-04-02 08:25:00,0.012204280166677014,2817.0288602073483,230979.73599601086,closed,131697,2025-04-02 09:25:00,0.012417735432773278,46.95243613882993,timeout
131690,2025-04-02 08:50:00,0.01236141898693869,2863.981296346178,231901.31954220065,closed,131702,2025-04-02 09:50:00,0.012398839277854665,7.021426615730704,timeout
131691,2025-04-02 08:55:00,0.012338337563245788,2871.002722961909,232809.17312373576,closed,131703,2025-04-02 09:55:00,0.012435290644679863,19.722470237709892,timeout
131692,2025-04-02 09:00:00,0.012326082787372341,2890.725193199619,234636.78516230674,closed,131704,2025-04-02 10:00:00,0.01244474145355797,24.910894149286374,timeout
131693,2025-04-02 09:05:00,0.012397287494685744,2915.636087348905,235264.7532759546,closed,131705,2025-04-02 10:05:00,0.012481777748102562,16.497156166468283,timeout
131700,2025-04-02 09:40:00,0.012415592229761893,2932.1332435153736,236309.9003477896,closed,131712,2025-04-02 10:40:00,0.012164308602555162,-61.9416996936923,timeout
131707,2025-04-02 10:15:00,0.012406132964196182,2870.191543821681,231560.431127203,closed,131719,2025-04-02 11:15:00,0.012161618034207369,-58.30678441052598,timeout
131711,2025-04-02 10:35:00,0.01222796089021119,2811.8847594111553,230142.80237446024,closed,131723,2025-04-02 11:35:00,0.012059573995041924,-40.651086435595985,timeout
131715,2025-04-02 10:55:00,0.012226158139640581,2771.2336729755593,226815.65501518737,closed,131727,2025-04-02 11:55:00,0.01204840619683571,-42.594530163524965,timeout
131719,2025-04-02 11:15:00,0.012176166440341632,2728.639142812034,224283.99990235362,closed,131731,2025-04-02 12:15:00,0.012070683087357247,-25.454983596258376,timeout
131723,2025-04-02 11:35:00,0.012073169439072443,2703.1841592157757,224033.1641982244,closed,131735,2025-04-02 12:35:00,0.012041281013509205,-9.588495593560062,timeout
131727,2025-04-02 11:55:00,0.012069059464585148,2693.595663622216,223349.55751427994,closed,131739,2025-04-02 12:55:00,0.012080196432340073,0.4670875829194956,timeout
131728,2025-04-02 12:00:00,0.012104383603719427,2694.0627512051356,222723.44173322877,closed,131740,2025-04-02 13:00:00,0.01197590860339439,-30.768202924478544,timeout
131732,2025-04-02 12:20:00,0.012030715705381846,2663.294548280657,221479.79611481557,closed,131744,2025-04-02 13:20:00,0.011984430360020606,-12.973558396815188,timeout
131736,2025-04-02 12:40:00,0.012093434714697163,2650.320989883842,219324.80882852053,closed,131748,2025-04-02 13:40:00,0.012090043699111012,-2.6509424825499646,timeout
131741,2025-04-02 13:05:00,0.012035174622316012,2647.670047401292,220125.54434663217,closed,131753,2025-04-02 14:05:00,0.012101418381072312,12.17763508166539,timeout
131742,2025-04-02 13:10:00,0.01199692685599545,2659.847682482957,221894.3590959337,closed,131754,2025-04-02 14:10:00,0.012051283421936444,10.263659090822973,timeout
131743,2025-04-02 13:15:00,0.012004364879817929,2670.11134157378,222527.82244968583,closed,131755,2025-04-02 14:15:00,0.012048155112907404,6.925009440014302,timeout
131744,2025-04-02 13:20:00,0.011997289944059962,2677.0363510137945,223291.04604335595,closed,131756,2025-04-02 14:20:00,0.012090670425435764,18.669514548968415,timeout
131745,2025-04-02 13:25:00,0.011951571041662092,2695.705865562763,225752.10330481225,closed,131757,2025-04-02 14:25:00,0.01213621018999524,39.99250034637983,timeout
131746,2025-04-02 13:30:00,0.012042102195190642,2735.698365909143,227311.87086906048,closed,131758,2025-04-02 14:30:00,0.012120170191257149,15.242127821436789,timeout
131747,2025-04-02 13:35:00,0.012082749182847286,2750.94049373058,227840.02764043232,closed,131759,2025-04-02 14:35:00,0.012115770020969394,5.3833343295632705,timeout
131752,2025-04-02 14:00:00,0.012227792088877946,2756.323828060143,225539.9581098227,closed,131764,2025-04-02 15:00:00,0.012267258821677608,6.29090205175986,timeout
131754,2025-04-02 14:10:00,0.012069443512946374,2762.614730111903,229034.54900612694,closed,131766,2025-04-02 15:10:00,0.012262030080139411,41.635516747827324,timeout
131755,2025-04-02 14:15:00,0.01206240930794314,2804.2502468597304,232602.04436460935,closed,131767,2025-04-02 15:15:00,0.012280776350225682,48.037850638078915,timeout
131756,2025-04-02 14:20:00,0.01210391355419607,2852.2880974978093,235823.7368745605,closed,131768,2025-04-02 15:20:00,0.012302945482443511,44.723269729213875,timeout
131757,2025-04-02 14:25:00,0.01215111181673794,2897.011367227023,238515.6732444445,closed,131769,2025-04-02 15:25:00,0.012358901134924747,46.39665528709337,timeout
131760,2025-04-02 14:40:00,0.01213546192470076,2943.4080225141165,242715.26531822514,closed,131772,2025-04-02 15:40:00,0.012736211951770519,143.3390296948623,take_profit
131764,2025-04-02 15:00:00,0.012287949562676927,3086.747052208979,251445.67059375846,closed,131776,2025-04-02 16:00:00,0.012608208877869356,78.83971413169202,timeout
131767,2025-04-02 15:15:00,0.012300311478894163,3165.5867663406707,257553.23133517784,closed,131779,2025-04-02 16:15:00,0.012568192320386308,66.58985383391605,timeout
131775,2025-04-02 15:55:00,0.012579858515746105,3232.176620174587,257072.8243199385,closed,131787,2025-04-02 16:55:00,0.012518953807945177,-18.731651810106783,timeout
131780,2025-04-02 16:20:00,0.012577536394212082,3213.44496836448,255745.71972658017,closed,131792,2025-04-02 17:20:00,0.012475586088248405,-27.670242248116455,timeout
131784,2025-04-02 16:40:00,0.012510548495451445,3185.774726116363,254780.4483458384,closed,131795,2025-04-02 17:35:00,0.012129894594458774,-100.02191898435501,stop_loss
131788,2025-04-02 17:00:00,0.012576921755953293,3085.752807132008,245465.97781656255,closed,131795,2025-04-02 17:35:00,0.012187686047347027,-98.6485955087424,stop_loss
131792,2025-04-02 17:20:00,0.012497809784408018,2987.1042116232657,239236.28156521427,closed,131795,2025-04-02 17:35:00,0.012112692666366321,-93.72233320319704,stop_loss
131796,2025-04-02 17:40:00,0.01207255541404956,2893.3818784200685,239875.79824407797,closed,131808,2025-04-02 18:40:00,0.01215990794765472,19.12805997016183,timeout
131797,2025-04-02 17:45:00,0.012064812541633314,2912.50993839023,241521.67993948338,closed,131809,2025-04-02 18:45:00,0.012196632128761252,28.847447187265594,timeout
131798,2025-04-02 17:50:00,0.011890677739454278,2941.3573855774957,247526.4988283679,closed,131810,2025-04-02 18:50:00,0.01213990989630515,59.13227706304683,timeout
131799,2025-04-02 17:55:00,0.011960238205871948,3000.4896626405425,251065.99135139675,closed,131811,2025-04-02 18:55:00,0.01211488262954139,36.61376134098352,timeout
131800,2025-04-02 18:00:00,0.012019755876912829,3037.1034239815262,252775.98202093437,closed,131812,2025-04-02 19:00:00,0.012105699763765973,18.353871677647028,timeout
131801,2025-04-02 18:05:00,0.012047490582957886,3055.4572956591733,253817.68530147642,closed,131813,2025-04-02 19:05:00,0.012062756461240583,1.6957290240855358,timeout
131802,2025-04-02 18:10:00,0.012052111942689507,3057.153024683259,253853.1117398704,closed,131814,2025-04-02 19:10:00,0.012090009337661089,7.338787009088392,timeout
131803,2025-04-02 18:15:00,0.012019649160048428,3064.4918116923473,255182.93044319653,closed,131815,2025-04-02 19:15:00,0.012099091158262914,18.37574576068386,timeout
131804,2025-04-02 18:20:00,0.012062172779597084,3082.867557453031,255797.17536118746,closed,131816,2025-04-02 19:20:00,0.01215562485723599,21.862764232659853,timeout
131805,2025-04-02 18:25:00,0.012021243557199409,3104.730321685691,258361.51466137063,closed,131817,2025-04-02 19:25:00,0.012101934930606779,17.27036389870809,timeout
131806,2025-04-02 18:30:00,0.012101941996309004,3122.000685584399,258208.64159990067,closed,131818,2025-04-02 19:30:00,0.012106611907546203,-0.6548949351686297,timeout
131811,2025-04-02 18:55:00,0.012126446671421034,3121.3457906492304,257536.78140670215,closed,131823,2025-04-02 19:55:00,0.012175663628744865,9.64266152855464,timeout
131812,2025-04-02 19:00:00,0.012122933100834316,3130.988452177785,258417.66690143486,closed,131824,2025-04-02 20:00:00,0.012114997867547328,-4.955257182064443,timeout
131822,2025-04-02 19:50:00,0.012119099910143852,3126.0331949957204,258200.47864836213,closed,131832,2025-04-02 20:40:00,0.011747665564342816,-97.39978783155645,stop_loss
131826,2025-04-02 20:10:00,0.012416373137396285,3028.633407164164,244028.1530226544,closed,131829,2025-04-02 20:25:00,0.012037518912428099,-95.61449517481776,stop_loss
131830,2025-04-02 20:30:00,0.012067501907218241,2933.018911989346,243262.74462879208,closed,131832,2025-04-02 20:40:00,0.011700849566304624,-90.9726817704549,stop_loss
131834,2025-04-02 20:50:00,0.011777605614646601,2842.046230218891,241485.78725625723,closed,131840,2025-04-02 21:20:00,0.011415981471090688,-89.44808999701169,stop_loss
131838,2025-04-02 21:10:00,0.011518053938990913,2752.5981402218795,239169.18413605695,closed,131850,2025-04-02 22:10:00,0.011167318504137992,-85.78729204658649,stop_loss
131842,2025-04-02 21:30:00,0.01143388454587604,2666.810848175293,233418.89261928166,closed,131852,2025-04-02 22:20:00,0.011081736198358944,-84.0643795352616,stop_loss
131846,2025-04-02 21:50:00,0.01154541315306209,2582.7464686400313,223788.7937475116,closed,131850,2025-04-02 22:10:00,0.011193167324987877,-81.6567936788177,stop_loss
131850,2025-04-02 22:10:00,0.011210599177035502,2501.0896749612134,223231.85245994406,closed,131857,2025-04-02 22:45:00,0.010867969783449019,-78.70802274984159,stop_loss
131854,2025-04-02 22:30:00,0.011034711729876481,2422.3816522113716,219657.38594589877,closed,131866,2025-04-02 23:30:00,0.011085930026138929,9.081642062555847,timeout
131855,2025-04-02 22:35:00,0.011041474676891313,2431.4632942739277,220420.93140004785,closed,131867,2025-04-02 23:35:00,0.011119214502317648,15.782544580363682,timeout
131856,2025-04-02 22:40:00,0.010905777748209897,2447.2458388542914,224517.9668673662,closed,131868,2025-04-02 23:40:00,0.011143851323231153,51.03707279901205,timeout
131857,2025-04-02 22:45:00,0.010964361233070142,2498.2829116533035,228007.93206656052,closed,131869,2025-04-02 23:45:00,0.01107917922566096,24.089514842530964,timeout
131858,2025-04-02 22:50:00,0.01092528240091682,2522.3724264958346,231049.96120690982,closed,131870,2025-04-02 23:50:00,0.011067495998910956,30.962456999395,timeout
131859,2025-04-02 22:55:00,0.010825043838012163,2553.3348834952294,236070.1630450471,closed,131871,2025-04-02 23:55:00,0.011020333695322234,44.37090862849635,timeout
131860,2025-04-02 23:00:00,0.010853234089770887,2597.7057921237256,239530.27128849475,closed,131872,2025-04-03 00:00:00,0.011026099447107711,39.449706907948595,timeout
131861,2025-04-02 23:05:00,0.010887663133769905,2637.155499031674,242430.18009116326,closed,131873,2025-04-03 00:05:00,0.011103324672961134,50.62879867061878,timeout
131862,2025-04-02 23:10:00,0.010918687700015093,2687.784297702293,246291.97266583823,closed,131874,2025-04-03 00:10:00,0.011035291223534865,26.06508072755417,timeout
